SOTA-REF,COUNTY,STATE
W6/IN-008,INYO,CA
W6/IN-009,INYO,CA
W6/IN-010,INYO,CA
W6/IN-011,INYO,CA
W6/IN-012,INYO,CA
W6/IN-013,INYO,CA
W6/IN-014,INYO,CA
W6/IN-015,INYO,CA
W6/IN-016,INYO,CA
W6/IN-017,INYO,CA
W6/IN-018,INYO,CA
W6/IN-019,INYO,CA
W6/IN-020,INYO,CA
W6/IN-021,INYO,CA
W6/IN-022,INYO,CA
W6/IN-023,INYO,CA
W6/IN-024,INYO,CA
W6/IN-025,INYO,CA
W6/IN-026,INYO,CA
W6/IN-027,INYO,CA
W6/IN-028,INYO,CA
W6/IN-029,INYO,CA
W6/IN-030,INYO,CA
W6/IN-031,INYO,CA
W6/IN-032,INYO,CA
W6/IN-033,INYO,CA
W6/IN-034,INYO,CA
W6/IN-035,INYO,CA
W6/IN-036,INYO,CA
W6/IN-037,INYO,CA
W6/IN-038,INYO,CA
W6/IN-039,INYO,CA
W6/IN-040,INYO,CA
W6/IN-041,INYO,CA
W6/IN-042,INYO,CA
W6/IN-043,INYO,CA
W6/IN-044,INYO,CA
W6/IN-045,INYO,CA
W6/IN-046,INYO,CA
W6/IN-047,INYO,CA
W6/IN-048,INYO,CA
W6/IN-049,INYO,CA
W6/IN-050,INYO,CA
W6/IN-052,INYO,CA
W6/IN-053,INYO,CA
W6/IN-054,INYO,CA
W6/IN-055,INYO,CA
W6/NC-002,TEHAMA,CA
W6/NC-003,GLENN,CA
W6/NC-004,GLENN,CA
W6/NC-005,MENDOCINO,CA
W6/NC-006,TEHAMA,CA
W6/NC-008,MENDOCINO,CA
W6/NC-009,LAKE,CA
W6/NC-011,TEHAMA,CA
W6/NC-012,GLENN,CA
W6/NC-013,MENDOCINO,CA
W6/NC-014,LAKE,CA
W6/NC-016,MENDOCINO,CA
W6/NC-017,TEHAMA,CA
W6/NC-018,MENDOCINO,CA
W6/NC-019,LAKE,CA
W6/NC-020,TEHAMA,CA
W6/NC-021,LAKE,CA
W6/NC-022,LAKE,CA
W6/NC-023,LAKE,CA
W6/NC-024,MENDOCINO,CA
W6/NC-025,LAKE,CA
W6/NC-026,MENDOCINO,CA
W6/NC-027,MENDOCINO,CA
W6/NC-028,LAKE,CA
W6/NC-029,SANTA CLARA,CA
W6/NC-030,SONOMA,CA
W6/NC-031,MENDOCINO,CA
W6/NC-032,MENDOCINO,CA
W6/NC-033,MENDOCINO,CA
W6/NC-034,LAKE,CA
W6/NC-035,SANTA CLARA,CA
W6/NC-036,HUMBOLDT,CA
W6/NC-037,LAKE,CA
W6/NC-038,TRINITY,CA
W6/NC-039,SHASTA,CA
W6/NC-040,MENDOCINO,CA
W6/NC-042,LAKE,CA
W6/NC-043,LAKE,CA
W6/NC-044,MENDOCINO,CA
W6/NC-045,TRINITY,CA
W6/NC-046,LAKE,CA
W6/NC-047,MENDOCINO,CA
W6/NC-048,LAKE,CA
W6/NC-049,SANTA CLARA,CA
W6/NC-050,MENDOCINO,CA
W6/NC-051,LAKE,CA
W6/NC-052,SHASTA,CA
W6/NC-053,LAKE,CA
W6/NC-054,ALAMEDA,CA
W6/NC-055,MENDOCINO,CA
W6/NC-056,MENDOCINO,CA
W6/NC-057,STANISLAUS,CA
W6/NC-058,MENDOCINO,CA
W6/NC-059,MENDOCINO,CA
W6/NC-060,LAKE,CA
W6/NC-061,HUMBOLDT,CA
W6/NC-062,LAKE,CA
W6/NC-064,LAKE,CA
W6/NC-065,ALAMEDA,CA
W6/NC-066,SANTA CLARA,CA
W6/NC-068,HUMBOLDT,CA
W6/NC-069,GLENN,CA
W6/NC-070,HUMBOLDT,CA
W6/NC-072,HUMBOLDT,CA
W6/NC-074,HUMBOLDT,CA
W6/NC-076,MENDOCINO,CA
W6/NC-077,MENDOCINO,CA
W6/NC-078,HUMBOLDT,CA
W6/NC-079,HUMBOLDT,CA
W6/NC-080,SHASTA,CA
W6/NC-081,SANTA CLARA,CA
W6/NC-082,SONOMA,CA
W6/NC-083,TRINITY,CA
W6/NC-084,MENDOCINO,CA
W6/NC-085,HUMBOLDT,CA
W6/NC-086,HUMBOLDT,CA
W6/NC-087,HUMBOLDT,CA
W6/NC-088,STANISLAUS,CA
W6/NC-089,MENDOCINO,CA
W6/NC-090,SANTA CLARA,CA
W6/NC-091,MENDOCINO,CA
W6/NC-092,SANTA CLARA,CA
W6/NC-093,MENDOCINO,CA
W6/NC-094,MENDOCINO,CA
W6/NC-095,MENDOCINO,CA
W6/NC-096,HUMBOLDT,CA
W6/NC-097,MENDOCINO,CA
W6/NC-098,MENDOCINO,CA
W6/NC-099,GLENN,CA
W6/NC-100,MENDOCINO,CA
W6/NC-101,SANTA CLARA,CA
W6/NC-102,MENDOCINO,CA
W6/NC-103,LAKE,CA
W6/NC-104,HUMBOLDT,CA
W6/NC-105,HUMBOLDT,CA
W6/NC-106,HUMBOLDT,CA
W6/NC-107,HUMBOLDT,CA
W6/NC-108,MENDOCINO,CA
W6/NC-109,HUMBOLDT,CA
W6/NC-110,LAKE,CA
W6/NC-111,MENDOCINO,CA
W6/NC-112,SANTA CLARA,CA
W6/NC-113,SONOMA,CA
W6/NC-114,HUMBOLDT,CA
W6/NC-115,HUMBOLDT,CA
W6/NC-116,HUMBOLDT,CA
W6/NC-117,HUMBOLDT,CA
W6/NC-119,SANTA CLARA,CA
W6/NC-120,YOLO,CA
W6/NC-121,MENDOCINO,CA
W6/NC-122,LAKE,CA
W6/NC-123,NAPA,CA
W6/NC-124,ALAMEDA,CA
W6/NC-125,MENDOCINO,CA
W6/NC-126,MENDOCINO,CA
W6/NC-127,MENDOCINO,CA
W6/NC-128,MENDOCINO,CA
W6/NC-129,NAPA,CA
W6/NC-130,HUMBOLDT,CA
W6/NC-131,NAPA,CA
W6/NC-132,MENDOCINO,CA
W6/NC-133,MENDOCINO,CA
W6/NC-134,HUMBOLDT,CA
W6/NC-135,MENDOCINO,CA
W6/NC-136,NAPA,CA
W6/NC-137,HUMBOLDT,CA
W6/NC-138,MENDOCINO,CA
W6/NC-139,NAPA,CA
W6/NC-140,MENDOCINO,CA
W6/NC-141,HUMBOLDT,CA
W6/NC-142,HUMBOLDT,CA
W6/NC-143,HUMBOLDT,CA
W6/NC-144,MENDOCINO,CA
W6/NC-145,MENDOCINO,CA
W6/NC-146,MENDOCINO,CA
W6/NC-147,MENDOCINO,CA
W6/NC-148,MENDOCINO,CA
W6/NC-149,MENDOCINO,CA
W6/NC-150,SANTA CLARA,CA
W6/NC-152,MENDOCINO,CA
W6/NC-153,COLUSA,CA
W6/NC-154,YOLO,CA
W6/NC-156,HUMBOLDT,CA
W6/NC-157,MENDOCINO,CA
W6/NC-158,MENDOCINO,CA
W6/NC-159,LAKE,CA
W6/NC-160,MENDOCINO,CA
W6/NC-161,STANISLAUS,CA
W6/NC-162,MENDOCINO,CA
W6/NC-163,YOLO,CA
W6/NC-164,MENDOCINO,CA
W6/NC-165,SONOMA,CA
W6/NC-166,MENDOCINO,CA
W6/NC-167,HUMBOLDT,CA
W6/NC-168,MENDOCINO,CA
W6/NC-169,MENDOCINO,CA
W6/NC-170,MENDOCINO,CA
W6/NC-171,SONOMA,CA
W6/NC-173,LAKE,CA
W6/NC-174,SANTA CLARA,CA
W6/NC-175,SONOMA,CA
W6/NC-176,NAPA,CA
W6/NC-177,MENDOCINO,CA
W6/NC-178,SANTA CRUZ,CA
W6/NC-179,MENDOCINO,CA
W6/NC-180,ALAMEDA,CA
W6/NC-181,STANISLAUS,CA
W6/NC-182,SANTA CLARA,CA
W6/NC-183,HUMBOLDT,CA
W6/NC-184,MENDOCINO,CA
W6/NC-185,HUMBOLDT,CA
W6/NC-186,HUMBOLDT,CA
W6/NC-187,HUMBOLDT,CA
W6/NC-188,STANISLAUS,CA
W6/NC-189,MENDOCINO,CA
W6/NC-190,CONTRA COSTA,CA
W6/NC-191,SANTA CLARA,CA
W6/NC-192,MENDOCINO,CA
W6/NC-193,MENDOCINO,CA
W6/NC-194,MENDOCINO,CA
W6/NC-195,MENDOCINO,CA
W6/NC-196,STANISLAUS,CA
W6/NC-197,SANTA CLARA,CA
W6/NC-198,HUMBOLDT,CA
W6/NC-199,LAKE,CA
W6/NC-200,MENDOCINO,CA
W6/NC-201,YOLO,CA
W6/NC-202,SONOMA,CA
W6/NC-203,HUMBOLDT,CA
W6/NC-204,SONOMA,CA
W6/NC-205,COLUSA,CA
W6/NC-206,STANISLAUS,CA
W6/NC-207,TRINITY,CA
W6/NC-208,TEHAMA,CA
W6/NC-209,SAN MATEO,CA
W6/NC-210,MENDOCINO,CA
W6/NC-211,HUMBOLDT,CA
W6/NC-212,MERCED,CA
W6/NC-213,MENDOCINO,CA
W6/NC-214,LAKE,CA
W6/NC-215,HUMBOLDT,CA
W6/NC-216,MENDOCINO,CA
W6/NC-217,HUMBOLDT,CA
W6/NC-218,LAKE,CA
W6/NC-219,DEL NORTE,CA
W6/NC-220,NAPA,CA
W6/NC-222,SONOMA,CA
W6/NC-223,HUMBOLDT,CA
W6/NC-224,SONOMA,CA
W6/NC-225,LAKE,CA
W6/NC-226,SANTA CLARA,CA
W6/NC-227,MENDOCINO,CA
W6/NC-228,MENDOCINO,CA
W6/NC-229,MENDOCINO,CA
W6/NC-230,MENDOCINO,CA
W6/NC-231,SONOMA,CA
W6/NC-232,LAKE,CA
W6/NC-233,STANISLAUS,CA
W6/NC-234,COLUSA,CA
W6/NC-235,MENDOCINO,CA
W6/NC-236,NAPA,CA
W6/NC-237,SOLANO,CA
W6/NC-238,YOLO,CA
W6/NC-239,LAKE,CA
W6/NC-240,LAKE,CA
W6/NC-241,SANTA CRUZ,CA
W6/NC-242,SONOMA,CA
W6/NC-243,HUMBOLDT,CA
W6/NC-244,ALAMEDA,CA
W6/NC-245,NAPA,CA
W6/NC-246,SONOMA,CA
W6/NC-247,COLUSA,CA
W6/NC-248,LAKE,CA
W6/NC-249,ALAMEDA,CA
W6/NC-250,SONOMA,CA
W6/NC-251,COLUSA,CA
W6/NC-252,MENDOCINO,CA
W6/NC-253,NAPA,CA
W6/NC-254,NAPA,CA
W6/NC-255,NAPA,CA
W6/NC-256,MENDOCINO,CA
W6/NC-257,COLUSA,CA
W6/NC-258,MENDOCINO,CA
W6/NC-259,COLUSA,CA
W6/NC-260,STANISLAUS,CA
W6/NC-261,MENDOCINO,CA
W6/NC-262,TEHAMA,CA
W6/NC-263,SONOMA,CA
W6/NC-264,YOLO,CA
W6/NC-265,SANTA CLARA,CA
W6/NC-266,HUMBOLDT,CA
W6/NC-267,SONOMA,CA
W6/NC-268,CONTRA COSTA,CA
W6/NC-269,NAPA,CA
W6/NC-270,HUMBOLDT,CA
W6/NC-271,HUMBOLDT,CA
W6/NC-272,HUMBOLDT,CA
W6/NC-273,YOLO,CA
W6/NC-274,HUMBOLDT,CA
W6/NC-275,MENDOCINO,CA
W6/NC-276,TEHAMA,CA
W6/NC-277,SANTA CLARA,CA
W6/NC-278,SONOMA,CA
W6/NC-279,NAPA,CA
W6/NC-280,MENDOCINO,CA
W6/NC-281,HUMBOLDT,CA
W6/NC-282,SANTA CLARA,CA
W6/NC-283,LAKE,CA
W6/NC-284,NAPA,CA
W6/NC-285,HUMBOLDT,CA
W6/NC-286,SONOMA,CA
W6/NC-287,HUMBOLDT,CA
W6/NC-288,SAN MATEO,CA
W6/NC-289,YOLO,CA
W6/NC-290,MENDOCINO,CA
W6/NC-291,NAPA,CA
W6/NC-292,MENDOCINO,CA
W6/NC-293,HUMBOLDT,CA
W6/NC-294,COLUSA,CA
W6/NC-295,MENDOCINO,CA
W6/NC-296,HUMBOLDT,CA
W6/NC-297,COLUSA,CA
W6/NC-298,CONTRA COSTA,CA
W6/NC-299,MENDOCINO,CA
W6/NC-300,CONTRA COSTA,CA
W6/NC-301,MENDOCINO,CA
W6/NC-302,GLENN,CA
W6/NC-303,SONOMA,CA
W6/NC-304,MARIN,CA
W6/NC-305,SONOMA,CA
W6/NC-306,GLENN,CA
W6/NC-307,HUMBOLDT,CA
W6/NC-308,TEHAMA,CA
W6/NC-309,MENDOCINO,CA
W6/NC-310,HUMBOLDT,CA
W6/NC-311,MENDOCINO,CA
W6/NC-312,MENDOCINO,CA
W6/NC-313,MENDOCINO,CA
W6/NC-314,MENDOCINO,CA
W6/NC-315,SONOMA,CA
W6/NC-316,NAPA,CA
W6/NC-318,ALAMEDA,CA
W6/NC-319,NAPA,CA
W6/NC-320,MENDOCINO,CA
W6/NC-321,NAPA,CA
W6/NC-322,MENDOCINO,CA
W6/NC-323,CONTRA COSTA,CA
W6/NC-324,STANISLAUS,CA
W6/NC-325,MENDOCINO,CA
W6/NC-326,SANTA CLARA,CA
W6/NC-327,MENDOCINO,CA
W6/NC-328,MENDOCINO,CA
W6/NC-329,GLENN,CA
W6/NC-330,MENDOCINO,CA
W6/NC-331,MARIN,CA
W6/NC-332,SANTA CLARA,CA
W6/NC-333,SANTA CLARA,CA
W6/NC-334,COLUSA,CA
W6/NC-335,SANTA CRUZ,CA
W6/NC-336,TEHAMA,CA
W6/NC-337,LAKE,CA
W6/NC-338,ALAMEDA,CA
W6/NC-339,HUMBOLDT,CA
W6/NC-341,HUMBOLDT,CA
W6/NC-342,SONOMA,CA
W6/NC-343,NAPA,CA
W6/NC-344,MENDOCINO,CA
W6/NC-345,MENDOCINO,CA
W6/NC-346,SONOMA,CA
W6/NC-347,SONOMA,CA
W6/NC-348,LAKE,CA
W6/NC-349,TEHAMA,CA
W6/NC-350,MARIN,CA
W6/NC-351,SONOMA,CA
W6/NC-352,MENDOCINO,CA
W6/NC-353,MARIN,CA
W6/NC-354,MARIN,CA
W6/NC-355,SONOMA,CA
W6/NC-356,SANTA CLARA,CA
W6/NC-357,STANISLAUS,CA
W6/NC-358,STANISLAUS,CA
W6/NC-359,MENDOCINO,CA
W6/NC-360,COLUSA,CA
W6/NC-361,COLUSA,CA
W6/NC-362,MARIN,CA
W6/NC-363,SONOMA,CA
W6/NC-364,SOLANO,CA
W6/NC-365,SONOMA,CA
W6/NC-366,SANTA CLARA,CA
W6/NC-367,SANTA CLARA,CA
W6/NC-368,SONOMA,CA
W6/NC-369,NAPA,CA
W6/NC-370,GLENN,CA
W6/NC-371,CONTRA COSTA,CA
W6/NC-372,SONOMA,CA
W6/NC-373,SANTA CRUZ,CA
W6/NC-374,MARIN,CA
W6/NC-375,HUMBOLDT,CA
W6/NC-376,SANTA CLARA,CA
W6/NC-377,MENDOCINO,CA
W6/NC-378,MARIN,CA
W6/NC-379,SONOMA,CA
W6/NC-380,MARIN,CA
W6/NC-381,MENDOCINO,CA
W6/NC-382,MARIN,CA
W6/NC-383,ALAMEDA,CA
W6/NC-384,MERCED,CA
W6/NC-385,MARIN,CA
W6/NC-386,MARIN,CA
W6/NC-387,CONTRA COSTA,CA
W6/NC-388,NAPA,CA
W6/NC-389,MENDOCINO,CA
W6/NC-390,MENDOCINO,CA
W6/NC-391,HUMBOLDT,CA
W6/NC-392,MENDOCINO,CA
W6/NC-393,MARIN,CA
W6/NC-394,DEL NORTE,CA
W6/NC-395,MENDOCINO,CA
W6/NC-396,MENDOCINO,CA
W6/NC-397,SONOMA,CA
W6/NC-398,CONTRA COSTA,CA
W6/NC-399,SANTA CLARA,CA
W6/NC-400,MARIN,CA
W6/NC-401,MENDOCINO,CA
W6/NC-402,NAPA,CA
W6/NC-403,MARIN,CA
W6/NC-404,NAPA,CA
W6/NC-405,SANTA CLARA,CA
W6/NC-406,SOLANO,CA
W6/NC-407,MARIN,CA
W6/NC-408,SONOMA,CA
W6/NC-409,MENDOCINO,CA
W6/NC-410,MARIN,CA
W6/NC-411,MENDOCINO,CA
W6/NC-412,DEL NORTE,CA
W6/NC-413,SONOMA,CA
W6/NC-414,MENDOCINO,CA
W6/NC-415,DEL NORTE,CA
W6/NC-416,COLUSA,CA
W6/NC-417,CONTRA COSTA,CA
W6/NC-418,SONOMA,CA
W6/NC-419,SONOMA,CA
W6/NC-420,HUMBOLDT,CA
W6/NC-421,MENDOCINO,CA
W6/NC-423,SAN FRANCISCO,CA
W6/NC-424,MENDOCINO,CA
W6/NC-425,SONOMA,CA
W6/NC-426,MENDOCINO,CA
W6/NC-427,COLUSA,CA
W6/NC-428,DEL NORTE,CA
W6/NC-429,MARIN,CA
W6/NC-430,MARIN,CA
W6/NC-432,ALAMEDA,CA
W6/NC-433,MENDOCINO,CA
W6/NC-434,SONOMA,CA
W6/NC-436,SONOMA,CA
W6/NC-437,SONOMA,CA
W6/NC-438,TEHAMA,CA
W6/NC-439,DEL NORTE,CA
W6/NC-440,MENDOCINO,CA
W6/NC-441,GLENN,CA
W6/NC-444,DEL NORTE,CA
W6/NC-446,TEHAMA,CA
W6/NC-447,DEL NORTE,CA
W6/NC-448,DEL NORTE,CA
W6/NC-449,HUMBOLDT,CA
W6/NC-450,HUMBOLDT,CA
W6/NC-451,LAKE,CA
W6/NC-453,MENDOCINO,CA
W6/NC-454,LAKE,CA
W6/NC-455,HUMBOLDT,CA
W6/NC-456,LAKE,CA
W6/NC-457,HUMBOLDT,CA
W6/NC-458,DEL NORTE,CA
W6/NC-459,HUMBOLDT,CA
W6/NC-460,GLENN,CA
W6/NC-461,MENDOCINO,CA
W6/NC-463,DEL NORTE,CA
W6/NC-465,HUMBOLDT,CA
W6/NC-466,MERCED,CA
W6/NC-467,SANTA CLARA,CA
W6/NC-468,HUMBOLDT,CA
W6/NC-469,MENDOCINO,CA
W6/NC-470,HUMBOLDT,CA
W6/NC-471,MENDOCINO,CA
W6/NC-472,SAN JOAQUIN,CA
W6/NC-473,HUMBOLDT,CA
W6/NC-474,LAKE,CA
W6/NC-475,HUMBOLDT,CA
W6/NC-476,MENDOCINO,CA
W6/NC-477,SANTA CLARA,CA
W6/NC-478,MENDOCINO,CA
W6/NC-479,MENDOCINO,CA
W6/NC-480,HUMBOLDT,CA
W6/NC-481,DEL NORTE,CA
W6/NC-482,LAKE,CA
W6/NC-483,MENDOCINO,CA
W6/NC-484,DEL NORTE,CA
W6/NC-485,HUMBOLDT,CA
W6/NC-486,HUMBOLDT,CA
W6/NC-487,MENDOCINO,CA
W6/NC-488,MENDOCINO,CA
W6/NC-489,LAKE,CA
W6/NC-490,HUMBOLDT,CA
W6/NC-491,MENDOCINO,CA
W6/NC-492,NAPA,CA
W6/NC-493,LAKE,CA
W6/NC-494,HUMBOLDT,CA
W6/NC-495,SONOMA,CA
W6/NC-496,SANTA CLARA,CA
W6/NC-497,DEL NORTE,CA
W6/NC-498,MENDOCINO,CA
W6/NC-499,CONTRA COSTA,CA
W6/NC-500,MENDOCINO,CA
W6/NC-501,LAKE,CA
W6/NC-502,MENDOCINO,CA
W6/NC-503,MENDOCINO,CA
W6/NC-504,HUMBOLDT,CA
W6/NC-505,MENDOCINO,CA
W6/NC-506,TEHAMA,CA
W6/NC-507,NAPA,CA
W6/NC-508,MENDOCINO,CA
W6/NC-509,HUMBOLDT,CA
W6/NC-510,HUMBOLDT,CA
W6/NC-511,MENDOCINO,CA
W6/NC-512,MENDOCINO,CA
W6/NC-513,COLUSA,CA
W6/NC-514,TEHAMA,CA
W6/NC-515,MENDOCINO,CA
W6/NC-516,ALAMEDA,CA
W6/NC-517,SANTA CLARA,CA
W6/NC-518,MENDOCINO,CA
W6/NC-519,COLUSA,CA
W6/NC-520,HUMBOLDT,CA
W6/NC-521,SANTA CRUZ,CA
W6/NC-522,SONOMA,CA
W6/NC-523,COLUSA,CA
W6/NC-524,CONTRA COSTA,CA
W6/NC-525,NAPA,CA
W6/NC-526,MENDOCINO,CA
W6/NC-527,MENDOCINO,CA
W6/NC-528,NAPA,CA
W6/NC-529,COLUSA,CA
W6/NC-530,SONOMA,CA
W6/NC-531,SANTA CLARA,CA
W6/NC-532,SOLANO,CA
W6/NC-533,SONOMA,CA
W6/NC-534,MARIN,CA
W6/NC-535,SANTA CLARA,CA
W6/NC-536,DEL NORTE,CA
W6/NC-537,SANTA CRUZ,CA
W6/NC-538,SONOMA,CA
W6/NC-539,MERCED,CA
W6/NC-540,HUMBOLDT,CA
W6/NC-541,SONOMA,CA
W6/NC-543,NAPA,CA
W6/NE-001,MODOC,CA
W6/NE-002,MODOC,CA
W6/NE-003,SHASTA,CA
W6/NE-004,MODOC,CA
W6/NE-005,MODOC,CA
W6/NE-006,LASSEN,CA
W6/NE-007,SHASTA,CA
W6/NE-008,SHASTA,CA
W6/NE-009,SHASTA,CA
W6/NE-010,SISKIYOU,CA
W6/NE-011,MODOC,CA
W6/NE-012,SISKIYOU,CA
W6/NE-013,LASSEN,CA
W6/NE-014,SHASTA,CA
W6/NE-015,MODOC,CA
W6/NE-016,SISKIYOU,CA
W6/NE-017,MODOC,CA
W6/NE-018,MODOC,CA
W6/NE-019,TEHAMA,CA
W6/NE-020,SHASTA,CA
W6/NE-021,SISKIYOU,CA
W6/NE-022,SISKIYOU,CA
W6/NE-023,SISKIYOU,CA
W6/NE-024,LASSEN,CA
W6/NE-025,LASSEN,CA
W6/NE-026,MODOC,CA
W6/NE-027,LASSEN,CA
W6/NE-028,LASSEN,CA
W6/NE-029,SISKIYOU,CA
W6/NE-030,SISKIYOU,CA
W6/NE-031,SISKIYOU,CA
W6/NE-032,LASSEN,CA
W6/NE-033,MODOC,CA
W6/NE-034,LASSEN,CA
W6/NE-035,PLUMAS,CA
W6/NE-036,SISKIYOU,CA
W6/NE-037,LASSEN,CA
W6/NE-038,LASSEN,CA
W6/NE-039,SHASTA,CA
W6/NE-040,LASSEN,CA
W6/NE-041,LASSEN,CA
W6/NE-042,SISKIYOU,CA
W6/NE-043,SHASTA,CA
W6/NE-044,LASSEN,CA
W6/NE-045,SISKIYOU,CA
W6/NE-046,MODOC,CA
W6/NE-047,LASSEN,CA
W6/NE-048,SISKIYOU,CA
W6/NE-049,SISKIYOU,CA
W6/NE-050,LASSEN,CA
W6/NE-051,LASSEN,CA
W6/NE-052,SHASTA,CA
W6/NE-053,SHASTA,CA
W6/NE-054,LASSEN,CA
W6/NE-055,PLUMAS,CA
W6/NE-056,LASSEN,CA
W6/NE-057,LASSEN,CA
W6/NE-058,LASSEN,CA
W6/NE-059,MODOC,CA
W6/NE-060,SHASTA,CA
W6/NE-061,SHASTA,CA
W6/NE-062,SISKIYOU,CA
W6/NE-063,SHASTA,CA
W6/NE-064,LASSEN,CA
W6/NE-065,SHASTA,CA
W6/NE-066,LASSEN,CA
W6/NE-067,LASSEN,CA
W6/NE-068,SHASTA,CA
W6/NE-069,LASSEN,CA
W6/NE-070,LASSEN,CA
W6/NE-071,SISKIYOU,CA
W6/NE-072,LASSEN,CA
W6/NE-074,SISKIYOU,CA
W6/NE-075,SHASTA,CA
W6/NE-076,MODOC,CA
W6/NE-077,LASSEN,CA
W6/NE-078,LASSEN,CA
W6/NE-079,LASSEN,CA
W6/NE-080,SISKIYOU,CA
W6/NE-081,LASSEN,CA
W6/NE-082,SISKIYOU,CA
W6/NE-083,LASSEN,CA
W6/NE-084,SISKIYOU,CA
W6/NE-085,TEHAMA,CA
W6/NE-086,LASSEN,CA
W6/NE-087,LASSEN,CA
W6/NE-088,MODOC,CA
W6/NE-089,LASSEN,CA
W6/NE-090,SHASTA,CA
W6/NE-091,PLUMAS,CA
W6/NE-092,TEHAMA,CA
W6/NE-093,LASSEN,CA
W6/NE-094,LASSEN,CA
W6/NE-095,LASSEN,CA
W6/NE-096,SHASTA,CA
W6/NE-097,TEHAMA,CA
W6/NE-098,LASSEN,CA
W6/NE-099,LASSEN,CA
W6/NE-100,SHASTA,CA
W6/NE-101,LASSEN,CA
W6/NE-102,LASSEN,CA
W6/NE-103,LASSEN,CA
W6/NE-104,SHASTA,CA
W6/NE-105,LASSEN,CA
W6/NE-106,LASSEN,CA
W6/NE-107,MODOC,CA
W6/NE-108,SHASTA,CA
W6/NE-109,SHASTA,CA
W6/NE-110,LASSEN,CA
W6/NE-111,LASSEN,CA
W6/NE-112,LASSEN,CA
W6/NE-113,MODOC,CA
W6/NE-114,LASSEN,CA
W6/NE-115,LASSEN,CA
W6/NE-116,SHASTA,CA
W6/NE-117,LASSEN,CA
W6/NE-118,MODOC,CA
W6/NE-119,LASSEN,CA
W6/NE-120,SISKIYOU,CA
W6/NE-121,SISKIYOU,CA
W6/NE-122,SISKIYOU,CA
W6/NE-123,MODOC,CA
W6/NE-124,LASSEN,CA
W6/NE-125,SISKIYOU,CA
W6/NE-126,LASSEN,CA
W6/NE-127,LASSEN,CA
W6/NE-128,LASSEN,CA
W6/NE-129,MODOC,CA
W6/NE-130,SHASTA,CA
W6/NE-131,SISKIYOU,CA
W6/NE-132,TEHAMA,CA
W6/NE-133,LASSEN,CA
W6/NE-134,LASSEN,CA
W6/NE-135,LASSEN,CA
W6/NE-136,SISKIYOU,CA
W6/NE-137,LASSEN,CA
W6/NE-138,LASSEN,CA
W6/NE-139,SISKIYOU,CA
W6/NE-140,SHASTA,CA
W6/NE-141,SISKIYOU,CA
W6/NE-142,SISKIYOU,CA
W6/NE-143,SHASTA,CA
W6/NE-144,SISKIYOU,CA
W6/NE-145,SISKIYOU,CA
W6/NE-146,LASSEN,CA
W6/NE-147,LASSEN,CA
W6/NE-148,SISKIYOU,CA
W6/NE-149,SISKIYOU,CA
W6/NE-150,MODOC,CA
W6/NE-151,MODOC,CA
W6/NE-152,LASSEN,CA
W6/NE-153,PLUMAS,CA
W6/NE-154,LASSEN,CA
W6/NE-155,LASSEN,CA
W6/NE-156,LASSEN,CA
W6/NE-157,SISKIYOU,CA
W6/NE-158,SISKIYOU,CA
W6/NE-159,SHASTA,CA
W6/NE-160,MODOC,CA
W6/NE-161,LASSEN,CA
W6/NE-162,LASSEN,CA
W6/NE-163,SISKIYOU,CA
W6/NE-164,TEHAMA,CA
W6/NE-165,TEHAMA,CA
W6/NE-166,SHASTA,CA
W6/NE-167,SISKIYOU,CA
W6/NE-168,LASSEN,CA
W6/NE-169,MODOC,CA
W6/NE-170,SISKIYOU,CA
W6/NE-171,MODOC,CA
W6/NE-172,SHASTA,CA
W6/NE-173,MODOC,CA
W6/NE-174,SISKIYOU,CA
W6/NE-175,SISKIYOU,CA
W6/NE-176,SISKIYOU,CA
W6/NE-177,SISKIYOU,CA
W6/NE-178,LASSEN,CA
W6/NE-179,SHASTA,CA
W6/NE-180,MODOC,CA
W6/NE-181,SHASTA,CA
W6/NE-182,SHASTA,CA
W6/NE-183,SHASTA,CA
W6/NE-184,SHASTA,CA
W6/NE-185,MODOC,CA
W6/NE-186,SISKIYOU,CA
W6/NE-187,SISKIYOU,CA
W6/NE-188,MODOC,CA
W6/NE-189,SHASTA,CA
W6/NE-190,MODOC,CA
W6/NE-191,SHASTA,CA
W6/NE-192,SHASTA,CA
W6/NE-193,SHASTA,CA
W6/NE-194,SISKIYOU,CA
W6/NE-195,SISKIYOU,CA
W6/NE-196,SISKIYOU,CA
W6/NE-197,LASSEN,CA
W6/NE-198,SHASTA,CA
W6/NE-199,MODOC,CA
W6/NE-200,LASSEN,CA
W6/NE-201,LASSEN,CA
W6/NE-202,MODOC,CA
W6/NE-203,SISKIYOU,CA
W6/NE-204,SHASTA,CA
W6/NE-205,SHASTA,CA
W6/NE-206,SHASTA,CA
W6/NE-207,SHASTA,CA
W6/NE-208,SISKIYOU,CA
W6/NE-209,LASSEN,CA
W6/NE-210,MODOC,CA
W6/NE-211,SISKIYOU,CA
W6/NE-212,SHASTA,CA
W6/NE-213,SISKIYOU,CA
W6/NE-214,MODOC,CA
W6/NE-215,SHASTA,CA
W6/NE-216,LASSEN,CA
W6/NE-217,SISKIYOU,CA
W6/NE-218,SHASTA,CA
W6/NE-219,MODOC,CA
W6/NE-220,SHASTA,CA
W6/NE-221,SISKIYOU,CA
